wavelength	AM1.5G	GaInAs	AZO	reflected	transmitted
1.328E-06	234500000	0.8900644647753508	0.07307071427318727	0.024362667861620304	0.012502153089841516
1.329E-06	177590000	0.887312152339857	0.07344079846609781	0.02678093826563971	0.012466110928405409
1.33E-06	229230000	0.8842747710641503	0.07379771121769331	0.029501588151725138	0.012425929566431163
1.331E-06	144800000	0.8809008952018234	0.07413904570374469	0.03252557764994578	0.012434481444486143
1.332E-06	145790000	0.8773052453174206	0.07446895044295869	0.035842131609225565	0.012383672630395227
1.333E-06	203040000	0.8734509244942678	0.07478252083636248	0.0394351881109292	0.012331366558440457
1.334E-06	169250000	0.8692838212018212	0.0750787490524815	0.043310027293011526	0.012327402452685815
1.335E-06	231170000	0.8649246453162794	0.07536086024834703	0.04744708766031717	0.01226740677505625
1.336E-06	183480000	0.8603164581639501	0.07562781465786976	0.051854258839938445	0.012201468338241603
1.337E-06	164540000	0.8554341550778173	0.07587500187948841	0.05650501814460058	0.012185824898093823
1.338E-06	178040000	0.8503869651594564	0.07610718767148669	0.061390541720275346	0.012115305448781527
1.339E-06	176810000	0.8451309342111029	0.07632225884712482	0.06650515931127406	0.012041647630498288
1.34E-06	168310000	0.8396253592867425	0.0765180757867672	0.0718411683423059	0.012015396584184403
1.341E-06	170390000	0.8339726613891366	0.07669945324942774	0.07739466699055832	0.011933218370877298
1.342E-06	177980000	0.82815651535771	0.0768624289802664	0.0831303042730052	0.011850751389018333
1.343E-06	127110000	0.8221272737602644	0.07700598437756295	0.08905161285198532	0.011815129010187365
1.344E-06	75645000	0.8159955053074853	0.07713421514957663	0.09514283506451114	0.01172744447842686
1.345E-06	109040000	0.80970868856318	0.07724599509212589	0.10141009098304156	0.011635225361652356
1.346E-06	58186000	0.8032601967841146	0.07733783404537717	0.10781038730439511	0.011591581866113077
1.347E-06	60119000	0.7967414822133178	0.07741482170223829	0.11434622797406788	0.011497468110376084
1.348E-06	4745100	0.7900721233932283	0.07747312253560372	0.12100563745875098	0.011449116612417038
1.349E-06	16159000	0.7833381593904765	0.07751769097782885	0.1277950683952252	0.011349081236469516
1.35E-06	16025000	0.7765359097961035	0.07754553047893206	0.13466855507613484	0.011250004648829722
1.351E-06	4629800	0.7696193300243718	0.07755561173850695	0.1416291056117	0.011195952625421259
1.352E-06	1516400	0.7626837256962715	0.0775523414525417	0.1486697181936075	0.011094214657579374
1.353E-06	96096	0.7556806156366616	0.07753453273092926	0.15579552198225638	0.010989329650152936
1.354E-06	290090	0.7486133421834014	0.07749967331431928	0.1629560473498763	0.010930937152403073
1.355E-06	3603.4	0.7432110324493013	0.07814898003915127	0.16737441226600888	0.011265575245538593
1.356E-06	48070	0.7359494835033001	0.07809207327127911	0.17480443845646235	0.011154004768958331
1.357E-06	71786	0.7286346701620341	0.07801910139372945	0.18225874000791825	0.0110874884363183
1.358E-06	4194.8	0.7213350070018404	0.07793495617567579	0.18975744913695755	0.010972587685526268
1.359E-06	734.39	0.7140548865883004	0.07783748289384236	0.19724774625542082	0.010859884262436401
1.36E-06	2140.4	0.7067510911231191	0.07772553653717737	0.20473209301662565	0.010791279323078011
1.361E-06	4.8133	0.6995021672242212	0.07760362797277265	0.212215869969991	0.010678334833015108
1.362E-06	0.018076	0.6922632209405031	0.07747042757685414	0.21970285978370682	0.01056349169893605
1.363E-06	3156.3	0.6850432377820694	0.07732421964851066	0.22713858695982353	0.010493955609596291
1.364E-06	1358.9	0.6778971626309998	0.07716956014607064	0.23455147723421427	0.01038179998871531
1.365E-06	0.0090764	0.6707984370113615	0.07700503410206751	0.2419262640830329	0.010270264803538091
1.366E-06	12791	0.6637070446839096	0.07682935589810685	0.24926492384175675	0.010198675576226888
1.367E-06	4976.4	0.656721568974655	0.07664664178206548	0.25654354140395197	0.010088247839327744
1.368E-06	0.0001481	0.649800241956331	0.07645559372965673	0.2637654496734489	0.009978714640563378
1.369E-06	516.67	0.6429207182252115	0.07625495054573445	0.2709141537362343	0.00991017749281997
1.37E-06	292	0.636142531039056	0.07604873571666665	0.27800649864924876	0.009802234595028502
1.371E-06	19.731	0.6294261893287952	0.0758355555382166	0.28504485574375066	0.009693399389237597
1.372E-06	2749.8	0.6227819633641147	0.07561434936461195	0.2919771748716201	0.009626512399653337
1.373E-06	44401	0.616248000355022	0.07538887756194973	0.2988414145078296	0.009521707575198709
1.374E-06	179170	0.6098017262185625	0.07515787755673352	0.30562220265831763	0.009418193566386313
1.375E-06	323320	0.6034082613825266	0.07492002417586309	0.31232012555272376	0.009351588888886639
1.376E-06	257480	0.5971462696702389	0.07467923960333343	0.3189240752967894	0.009250415429638427
1.377E-06	122700	0.5909794106525702	0.0744341612497448	0.32543576398228197	0.009150664115403231
1.378E-06	1108900	0.5848886629399488	0.07418366597091414	0.3318389906930867	0.009088680396050354
1.379E-06	52164	0.5789182300375117	0.0739311640822752	0.3381591181725715	0.008991487707641514
1.38E-06	81587	0.573014616338438	0.0736737913920965	0.344382067412879	0.008929524856586664
1.381E-06	2371.6	0.5672466083856599	0.07341527541268275	0.3505030777028797	0.008835038498777634
1.382E-06	2567.2	0.5615810283814384	0.07315424409311401	0.35652261264154833	0.00874211488389929
1.383E-06	44.017	0.5560005671253941	0.07288963818548809	0.36242457941596246	0.008685215273155408
1.384E-06	616.89	0.5505300696367049	0.07262425323098398	0.3682523248643037	0.008593352268007379
1.385E-06	2089.9	0.5451767573462264	0.07235752092564023	0.37396084821677317	0.008504873511360365
1.386E-06	2521.5	0.5399114729533392	0.07208815168004246	0.3795489687561452	0.008451406610473076
1.387E-06	198960	0.5347681214558985	0.07181902380230042	0.3850470279246065	0.00836582681719461
1.388E-06	4026.2	0.529729614396238	0.07154906390641998	0.3904394477510275	0.008281873946314371
1.389E-06	580980	0.5247692927920845	0.07127696909531847	0.39572344441613805	0.008230293696459022
1.39E-06	493280	0.519940751709874	0.07100605823240067	0.4009038910068307	0.00814929905089468
1.391E-06	343840	0.5152164164203284	0.07073498756093662	0.4059786633905653	0.008069932628169626
1.392E-06	23782	0.5105818200750462	0.07046280437613146	0.4109317056871909	0.008023669861631465
1.393E-06	115860	0.5060546976201437	0.07019169236414918	0.4158079611818579	0.007945648833849194
1.394E-06	75526	0.501640774732921	0.06992132317783406	0.4205670420550535	0.007870860034191508
1.395E-06	671.36	0.4973159475998211	0.06965044670503377	0.4252053257841035	0.007828279911041635
1.396E-06	6.3215	0.49310573068857955	0.06938141948053157	0.42975643490536714	0.00775641492552167
1.397E-06	49057	0.48899604767751725	0.06911328251536672	0.4342045299901255	0.0076861398169906
1.398E-06	1270400	0.4849651292379602	0.06884479885665232	0.4385443651188771	0.007645706786510362
1.399E-06	812260	0.4810545396197876	0.06857887526364953	0.44278825330228705	0.007578331814275853
1.4E-06	3.2466	0.4772305166702741	0.06831325324153271	0.44691444995788143	0.007541780130311844
1.401E-06	10.528	0.4660165638494237	0.06881535927516383	0.4573843015648962	0.007783775310516374
1.402E-06	1835300	0.462251247670499	0.06854305684681641	0.46149232345569674	0.007713372026987852
1.403E-06	2380000	0.45858231595292054	0.06827186895263386	0.4654699520116299	0.00767586308281585
1.404E-06	738920	0.45502179343719656	0.06800353067874262	0.46936460545269454	0.007610070431366304
1.405E-06	364.44	0.45155747682184955	0.06773711966639986	0.473159491887093	0.007545911624657608
1.406E-06	2044800	0.4481782116039975	0.06747178202532148	0.4768376965968375	0.007512309773843602
1.407E-06	174570	0.444895845405944	0.06720911757964798	0.48044537130418996	0.0074496657102178995
1.408E-06	1649300	0.4417135732221377	0.06694899140074691	0.4839473565879493	0.007390078789166026
1.409E-06	619190	0.43861350105255315	0.06669020819768143	0.4873359841517134	0.007360306598051961
1.41E-06	466530	0.4356132412694841	0.06643461952066333	0.49064853432279565	0.007303604887057007
1.411E-06	2114200	0.43269582457857425	0.0661810059695708	0.49387614840268285	0.0072470210491721535
1.412E-06	2639600	0.4298641981759811	0.06592932354531432	0.4969854944732674	0.007220983805437161
1.413E-06	23353000	0.4271282250014587	0.06568093877657884	0.5000222218589051	0.007168614363057462
1.414E-06	363780	0.4244778904319685	0.06543503896696129	0.5029693550008181	0.007117715600252081
1.415E-06	183660	0.42190393928229497	0.06519086727859967	0.5058098850650418	0.007095308374063736
1.416E-06	35565000	0.41941644951664336	0.06494969651573299	0.5085880941845491	0.007045759783074632
1.417E-06	11759000	0.4170088563510187	0.06471071012698378	0.5112547658762067	0.007025667645790831
1.418E-06	13559000	0.41469038566924055	0.06447511535026511	0.5138543718984598	0.006980127082034469
1.419E-06	2144200	0.41245201950085425	0.06424215505643908	0.5163698547150204	0.006935970727686311
1.42E-06	8271800	0.4102853669490797	0.06401112161570569	0.5187841546349806	0.006919356800233966
1.421E-06	9163700	0.40820001862152955	0.06378314660461802	0.5211403775814148	0.006876457192437556
1.422E-06	46314000	0.4061960785971104	0.0635582118124804	0.5234095056539906	0.006836203936418654
1.423E-06	9219800	0.40426121717423896	0.06333528244756262	0.5255805147037621	0.0068229856744363125
1.424E-06	16975000	0.40240848965656173	0.06311576200351983	0.5276905408417866	0.006785207498131762
1.425E-06	25850000	0.40062988486518203	0.06289895434057592	0.5297224444507264	0.006748716343515612
1.426E-06	27792000	0.3989146292861548	0.06268386596043804	0.5316639574487408	0.00673754730466634
1.427E-06	49546000	0.3972818391922214	0.0624725095390846	0.533542186857807	0.006703464410887007
1.428E-06	4558800	0.3957140941411482	0.062263236664902404	0.5353269908542299	0.0066956783397196466
1.429E-06	38020000	0.3942234560350022	0.06205733208588681	0.5370552631024226	0.006663948776688263
1.43E-06	61601000	0.3928000769081765	0.061853816826791086	0.5387138938969781	0.006632212368054311
1.431E-06	50156000	0.391442274101657	0.06165273861969353	0.5402773669671255	0.006627620311523929
1.432E-06	2519400	0.3901589263212954	0.061454987720922345	0.5417866825230796	0.006599403434702767
1.433E-06	35834000	0.38894307851237175	0.061259939472466086	0.5432246167346936	0.00657236528046859
1.434E-06	20962000	0.38778811345591124	0.06106700363306817	0.5445739817742572	0.0065709011367634735
1.435E-06	21416000	0.3867035571663444	0.06087703105064644	0.5458745125045859	0.006544899278423312
1.436E-06	38351000	0.3856862846398596	0.060690052020975035	0.5471024231652387	0.006521240173926537
1.437E-06	29880000	0.38472810790828776	0.06050518046268406	0.5482438565268547	0.006522855102173344
1.438E-06	13263000	0.383839908903147	0.06032352941962624	0.5493351915176693	0.006501370159557377
1.439E-06	51039000	0.3830153329946239	0.060144520423359875	0.5503591479555556	0.006480998626460624
1.44E-06	39601000	0.38224741691011416	0.05996730521770999	0.5513007942279611	0.006484483644214771
1.441E-06	31800000	0.3815486570716251	0.05979355082999894	0.5521915445883863	0.00646624750998974
1.442E-06	36317000	0.3809064586340099	0.05962187490936803	0.5529987868841901	0.006472879572432045
1.443E-06	45063000	0.38033133000362285	0.059453314738593416	0.5537586070053265	0.006456748252457212
1.444E-06	61791000	0.3798173058559175	0.05928732573870524	0.5544536797114453	0.006441688693931936
1.445E-06	49751000	0.37935853360963023	0.059123105002098914	0.5550681928415324	0.006450168546738328
1.446E-06	23095000	0.3789656493834699	0.05896222019957614	0.5556349444023035	0.006437186014650512
1.447E-06	36215000	0.3786326640417152	0.058803858581449424	0.5561382229807963	0.006425254396039195
1.448E-06	115690000	0.37835392780423316	0.058647516945659846	0.5565607075788885	0.00643784767121848
1.449E-06	102130000	0.3603317401709036	0.059149562566133955	0.5738594022927067	0.006659294970255683
1.45E-06	27412000	0.36007764248341756	0.05899250750523458	0.574281915201501	0.006647934809846953
1.451E-06	11271000	0.35987668029233466	0.05883754558769322	0.5746238724236492	0.006661901696322983
1.452E-06	62361000	0.35973887248321973	0.05868569517523043	0.5749227084080456	0.006652723933504196
1.453E-06	81978000	0.35965364762062857	0.05853590787907359	0.5751416446625781	0.0066687998377196285
1.454E-06	137590000	0.35963204376214697	0.058388917637269284	0.5753183964544565	0.006660642146127329
1.455E-06	66150000	0.3596668023025613	0.058244723472210484	0.5754337401636941	0.0066547340615340815
1.456E-06	88509000	0.3597534859914018	0.05810254612566938	0.5754699704631563	0.006673997419772524
1.457E-06	117000000	0.3599021464778056	0.057963354620801405	0.5754642512543119	0.006670247647080943
1.458E-06	136430000	0.36010752151600944	0.05782663223900927	0.5753982653867682	0.00666758085821311
1.459E-06	163070000	0.36036613276604673	0.05769163216302824	0.5752533272756544	0.006688907795270656
1.46E-06	85421000	0.3606847296891684	0.057559795785673655	0.5750670764312624	0.006688398093895582
1.461E-06	90276000	0.3610545933407929	0.057429896941334435	0.5748024964596912	0.0067130132581816725
1.462E-06	130600000	0.3614859526860257	0.057302864500280326	0.5744965221449986	0.006714660668695476
1.463E-06	43225000	0.36197364638763224	0.057178203195000894	0.5741307661501083	0.006717384267258638
1.464E-06	151840000	0.3625149834955667	0.057055200855629776	0.5736856880970547	0.006744127551748837
1.465E-06	93383000	0.3631154839288591	0.05693523110457287	0.5732002652548104	0.006749019711757562
1.466E-06	65197000	0.3637723764903142	0.056817575777977594	0.5726550591354124	0.006754988596295745
1.467E-06	36054000	0.36448043905777805	0.05670176284719164	0.5720316301452889	0.006786167949741267
1.468E-06	76942000	0.36525030373135925	0.05658868390062811	0.5713666930816613	0.006794319286351392
1.469E-06	94845000	0.36608009622473353	0.056477649940330596	0.570639824978643	0.0068024288562928414
1.47E-06	49678000	0.36695816200331427	0.05636862966915146	0.5698362361505565	0.0068369721769777365
1.471E-06	17848000	0.36789853209072054	0.056262282174617255	0.5689907718876094	0.006848413847052962
1.472E-06	46771000	0.36889053795232574	0.056157699917011854	0.5680665080192605	0.006885254111401796
1.473E-06	70198000	0.36994530756434085	0.05605575162968226	0.5671000145688224	0.006898926237154599
1.474E-06	97339000	0.37106166158054144	0.05595577806710977	0.56606998660268	0.006912573749668641
1.475E-06	184630000	0.3722262730357287	0.055857726805209416	0.5649630934524439	0.006952906706617898
1.476E-06	68778000	0.37345452546370944	0.0557622543589687	0.5638132730004972	0.006969947176824616
1.477E-06	69736000	0.37474111492315937	0.05566890678287941	0.5626018764662442	0.006988101827717061
1.478E-06	63480000	0.376080512877293	0.05557723621842115	0.5613102292622906	0.007032021641995409
1.479E-06	120010000	0.37748947921638215	0.05548791051863132	0.5599712488548647	0.00705136141012202
1.48E-06	60637000	0.37894711367106554	0.05540041945911402	0.5585547172025546	0.00709774966726603
1.481E-06	115290000	0.38047033277219083	0.0553154236389765	0.5570936745444433	0.007120569044389348
1.482E-06	58490000	0.3820536206409497	0.055232477572836725	0.5555693644582055	0.007144537328008159
1.483E-06	148590000	0.38369116498521444	0.055151139295479726	0.5539630009202584	0.007194694799047607
1.484E-06	137470000	0.3854013951292183	0.0550720846854581	0.552306585785689	0.007219934399634486
1.485E-06	125030000	0.3871674834509768	0.05499520801560319	0.5505898236993292	0.007247484834090837
1.486E-06	123400000	0.3889888847434509	0.05491989963892722	0.5487896861255015	0.0073015294921203126
1.487E-06	60629000	0.39087896993895355	0.05484700011655	0.546942475703944	0.0073315542405525975
1.488E-06	94180000	0.3928251406776098	0.05477564327968332	0.5450109139015323	0.007388302141174546
1.489E-06	189730000	0.39484771359131	0.05470651950353518	0.5430260664191673	0.007419700485987567
1.49E-06	174780000	0.39692778133147477	0.05463949393870983	0.5409792520196576	0.007453472710157679
1.491E-06	197780000	0.39906519224293624	0.05457397395172465	0.5388464935694736	0.007514340235865746
1.492E-06	164410000	0.4012744637800711	0.054510802075163255	0.5366640201561973	0.007550713988568409
1.493E-06	181570000	0.4035492565226442	0.05444954012337249	0.5344128574541535	0.0075883458998298415
1.494E-06	203670000	0.40589015902030334	0.05438961410547898	0.5320679053380569	0.007652321536160694
1.495E-06	182530000	0.4082978397587545	0.05433214160954827	0.5296773826934914	0.007692635938206062
1.496E-06	168520000	0.41076516764342447	0.054276115555545235	0.5271979560165194	0.007760760784510629
1.497E-06	228500000	0.41330801860983724	0.05422238663218045	0.524665773026731	0.007803821731251458
1.498E-06	189680000	0.41591948481252966	0.054170514758953715	0.5220617955331297	0.007848204895386934
1.499E-06	217590000	0.4185920696540428	0.0541200551963716	0.5193669895364016	0.007920885613184051
1.5E-06	250610000	0.42135113526623413	0.05407175321502975	0.516610198038805	0.007966913479930974
1.501E-06	265520000	0.3877008547275478	0.05483303128533095	0.5491238269100933	0.008342287077027959
1.502E-06	233560000	0.3903761623300955	0.054788446924294354	0.546412176359442	0.008423214386168056
